"file.cut.sgmnt","obs.dist","mean.rndm","file","cut","species","synch.score"
"entry0001_2016-06-10T103226_250.csv-1-1",37.75,38.011275,"entry0001_2016-06-10T103226_250.csv","1-1","Phaethornis yaruqui",-0.00687361841979775
"entry0001_2016-06-10T103226_250.csv-2-1",38.75,39.9876,"entry0001_2016-06-10T103226_250.csv","2-1","Phaethornis yaruqui",-0.030949594374256
"entry0002_2000-01-01T000000_000.csv-1-1",40.5,40.591925,"entry0002_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00226461297413225
"entry0002_2000-01-01T000000_000.csv-2-1",41.25,41.16975,"entry0002_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",0.00194924671633905
"entry0003_2000-01-01T000000_000.csv-1-1",42.75,42.459975,"entry0003_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00683055041836459
"entry0003_2000-01-01T000000_000.csv-1-3",35.5130316968293,36.7798448030129,"entry0003_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.0344431335414392
"entry0004_2016-06-10T112051_746.csv-1-1",41.25,40.880425,"entry0004_2016-06-10T112051_746.csv","1-1","Phaethornis yaruqui",0.00904039035797689
"entry0004_2016-06-10T112051_746.csv-1-3",36.1893097322884,34.9320847446674,"entry0004_2016-06-10T112051_746.csv","1-3","Phaethornis yaruqui",0.0359905512886094
"entry0005_2000-01-01T000000_000.csv-1-1",46.25,46.469,"entry0005_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00471281929888746
"entry0005_2000-01-01T000000_000.csv-1-3",26.0691667526508,21.6439536951823,"entry0005_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.204454930914654
"entry0006_2000-01-01T000000_000.csv-1-1",37,36.64465,"entry0006_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00969718635598925
"entry0007_2000-01-01T000000_000.csv-1-1",41,41.156775,"entry0007_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00380921488624906
"entry0008_2000-01-01T000000_000.csv-1-1",42.75,42.422775,"entry0008_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00771342751623388
"entry0008_2000-01-01T000000_000.csv-1-3",32.412622612287,32.6416561435209,"entry0008_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.00701660265725605
"entry0009_2000-01-01T000000_000.csv-1-1",26.5,27.93385,"entry0009_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0513301961598562
"entry0009_2000-01-01T000000_000.csv-1-3",17.75,16.2543,"entry0009_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.0920187273521468
"entry0010_2000-01-01T000000_000.csv-1-1",33.75,33.6807,"entry0010_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00205755818614216
"entry0011_2000-01-01T000000_000.csv-1-1",23,23.094375,"entry0011_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00408649292306024
"entry0012_2000-01-01T000000_000.csv-1-1",31.25,32.502825,"entry0012_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0385451110788063
"entry0013_2000-01-01T000000_000.csv-1-1",45.25,45.387925,"entry0013_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00303880382282298
"entry0015_2000-01-01T000000_000.csv-1-1",47.0995265541375,47.0157041272128,"entry0015_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00178286018428793
"entry0016_2000-01-01T000000_000.csv-1-1",47.4460093896713,46.992167370892,"entry0016_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00965782265791892
"entry0017_2000-01-01T000000_000.csv-1-1",58,58.009775,"entry0017_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.000168506083672927
"entry0018_2000-01-01T000000_000.csv-1-1",53,52.967875,"entry0018_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.000606499694390244
"entry0019_2000-01-01T000000_000.csv-1-1",48.25,48.25,"entry0019_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0
"entry0019_2000-01-01T000000_000.csv-1-3",39.75,38.734875,"entry0019_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.0262070033787381
"entry0020_2000-01-01T000000_000.csv-1-1",34.25,34.515025,"entry0020_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00767853999816026
"entry0021_2000-01-01T000000_000.csv-1-1",40.25,40.508025,"entry0021_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00636972550500804
"entry0023_2000-01-01T000000_000.csv-1-1",28.5,29.4676,"entry0023_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0328360640160719
"entry0024_2000-01-01T000000_000.csv-1-1",18,20.01155,"entry0024_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.100519450017615
"entry0025_2000-01-01T000000_000.csv-1-1",39,39.12825,"entry0025_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00327768300396775
"entry0026_2000-01-01T000000_000.csv-1-1",40.25,40.319375,"entry0026_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00172063679062488
"entry0027_2000-01-01T000000_000.csv-1-1",37.75,36.293875,"entry0027_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0401204059913691
"entry0030_2000-01-01T000000_000.csv-1-1",37.25,37.651675,"entry0030_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0106681840847717
"entry0030_2000-01-01T000000_000.csv-1-3",37,37.03445,"entry0030_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.00093021497551603
"entry0031_2000-01-01T000000_000.csv-1-1",5,7.566475,"entry0031_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.339190309886704
"entry0032_2000-01-01T000000_000.csv-1-1",29.7004754358162,32.8949963549921,"entry0032_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0971126698024734
"entry0032_2000-01-01T000000_000.csv-2-1",42,42.412725,"entry0032_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",-0.0097311596932289
"entry0033_2000-01-01T000000_000.csv-1-1",46.75,46.432925,"entry0033_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00682866737342097
"entry0035_2000-01-01T000000_000.csv-1-1",45.75,46.43125,"entry0035_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0146722304482433
"entry0036_2000-01-01T000000_000.csv-1-1",60.5,60.810075,"entry0036_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00509907280989207
"entry0037_2000-01-01T000000_000.csv-1-1",59.25,59.303125,"entry0037_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.000895821257311506
"entry0037_2000-01-01T000000_000.csv-1-3",57,57,"entry0037_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0
"entry0038_2000-01-01T000000_000.csv-1-1",56,56.327725,"entry0038_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00581818278654075
"entry0039_2000-01-01T000000_000.csv-1-1",44.25,45.10835,"entry0039_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0190286277374367
"entry0039_2000-01-01T000000_000.csv-1-3",48.75,47.4179,"entry0039_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.02809276665563
"entry0040_2000-01-01T000000_000.csv-1-1",46.25,45.585175,"entry0040_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0145842370902382
"entry0040_2000-01-01T000000_000.csv-2-1",45.5,44.888925,"entry0040_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",0.0136130459796041
"entry0041_2000-01-01T000000_000.csv-1-1",47.5,47.67395,"entry0041_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00364874318154879
"entry0041_2000-01-01T000000_000.csv-2-1",48,48.7541,"entry0041_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",-0.0154674170992799
"entry0044_2000-01-01T000000_000.csv-2-1",39.25,38.9049,"entry0044_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",0.00887034795102936
"entry0045_2000-01-01T000000_000.csv-1-1",42.75,42.64175,"entry0045_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.00253859187298828
"entry0045_2000-01-01T000000_000.csv-1-3",45.4456740442656,45.3324732394366,"entry0045_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.00249712395419196
"entry0046_2000-01-01T000000_000.csv-1-1",46.75,46.74755,"entry0046_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",5.24091636888601e-05
"entry0047_2000-01-01T000000_000.csv-1-1",28.75,28.75,"entry0047_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0
"entry0048_2000-01-01T000000_000.csv-1-1",32.25,32.451075,"entry0048_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00619625081757701
"entry0049_2000-01-01T000000_000.csv-1-1",40.75,40.219675,"entry0049_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0131857107249126
"NM2_Torronja_30082016_9000_2000-01-01T000000_000.csv-1-1",41.75,40.551575,"NM2_Torronja_30082016_9000_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0295531061370613
"NM2_Torronja_30082016_9000_2000-01-01T000000_000.csv-1-3",32.5,33.444675,"NM2_Torronja_30082016_9000_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.02824590162709
"NM2_Torronja_30082016_9000_2000-01-01T000000_000.csv-1-5",17.75,16.59365,"NM2_Torronja_30082016_9000_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",0.0696862956612921
"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv-1-1",20.25,22.076275,"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.08272568628539
"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv-1-11",13,13.382175,"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv","1-11","Phaethornis yaruqui",-0.0285585116021872
"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv-1-3",18.5,19.77545,"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.0644966359804707
"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv-1-5",13.75,16.822,"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",-0.182618000237784
"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv-1-7",40.75,41.0605,"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv","1-7","Phaethornis yaruqui",-0.00756201215279886
"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv-1-9",14.75,17.11215,"NM3_09092016_0744 (2)_2000-01-01T000000_000.csv","1-9","Phaethornis yaruqui",-0.138039346312415
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-1",33,34.052925,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0309202513440476
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-11",5,5.90205,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-11","Phaethornis yaruqui",-0.152836726222245
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-13",8.5,10.23495,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-13","Phaethornis yaruqui",-0.169512308316113
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-3",17,16.650075,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.0210164218479496
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-5",12.25,12.648325,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",-0.03149231222316
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-7",6.25,6.166775,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-7","Phaethornis yaruqui",0.0134957088591686
"OR_08092016_1658 (1)_2000-01-01T000000_000.csv-1-9",4.5,5.29015,"OR_08092016_1658 (1)_2000-01-01T000000_000.csv","1-9","Phaethornis yaruqui",-0.149362494447227
"OR_10092016_0859_2000-01-01T000000_000.csv-1-1",17.25,16.6158,"OR_10092016_0859_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0381684902321886
"OR_10092016_0859_2000-01-01T000000_000.csv-2-1",14,13.98815,"OR_10092016_0859_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",0.000847145619685291
"OR_10092016_0903_2000-01-01T000000_000.csv-1-1",7.75,9.180425,"OR_10092016_0903_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.155812503233783
"OR_10092016_0903_2000-01-01T000000_000.csv-1-3",8.5,8.52445,"OR_10092016_0903_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.00286822023708273
"OR_10092016_0903_2000-01-01T000000_000.csv-1-5",12.5,12.398925,"OR_10092016_0903_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",0.00815191639597786
"OR_10092016_0903_2000-01-01T000000_000.csv-2-1",17.5,17.078775,"OR_10092016_0903_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",0.0246636541555234
"PBP_Toronja_06092016_pm_2000-01-01T000000_000.csv-1-1",38,38.228925,"PBP_Toronja_06092016_pm_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0059882667378169
"PBP_Toronja_06092016_pm_2000-01-01T000000_000.csv-2-1",35.25,35.09825,"PBP_Toronja_06092016_pm_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",0.00432357738633692
"VYW_10092016_0940_2000-01-01T000000_000.csv-1-1",19,21.1384,"VYW_10092016_0940_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.101161866555652
"VYW_10092016_0940_2000-01-01T000000_000.csv-1-3",14.25,14.135525,"VYW_10092016_0940_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.00809839040290336
"VYW_10092016_0940_2000-01-01T000000_000.csv-1-5",17.5,19.985775,"VYW_10092016_0940_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",-0.124377213292955
"WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1-1",51.75,51.951975,"WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00388772515385599
"WGW_08092016_0717 (1)_2000-01-01T000000_000.csv-1-3",40,41.00365,"WGW_08092016_0717 (1)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.0244770892347389
"WGW_08092016_0717 (3)_2000-01-01T000000_000.csv-1-1",40.75,41.382825,"WGW_08092016_0717 (3)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.0152919719714639
"WGW_08092016_0717 (4)_2000-01-01T000000_000.csv-1-1",46.75,47.15735,"WGW_08092016_0717 (4)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00863810201379002
"WGW_08092016_0717 (4)_2000-01-01T000000_000.csv-1-3",16.75,15.906225,"WGW_08092016_0717 (4)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.0530468417239163
"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv-1-1",7,9.098075,"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.230606474446517
"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv-1-3",19.25,23.677375,"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.186987577803705
"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv-1-5",19.25,19.56365,"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",-0.016032284364114
"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv-1-7",31.75,32.8344,"WGW_09092016_0739 (1)_2000-01-01T000000_000.csv","1-7","Phaethornis yaruqui",-0.0330263382306362
"WOW_10092016_0909_2000-01-01T000000_000.csv-1-1",47.75,46.679575,"WOW_10092016_0909_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0229313356002063
"WOW_10092016_0909_2000-01-01T000000_000.csv-1-3",50,50.44955,"WOW_10092016_0909_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.00891088225762176
"WRP_08092016_1616 (1)_2000-01-01T000000_000.csv-1-1",40,40.04235,"WRP_08092016_1616 (1)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00105763023398974
"WRP_08092016_1616 (1)_2000-01-01T000000_000.csv-2-1",41.75,42.12905,"WRP_08092016_1616 (1)_2000-01-01T000000_000.csv","2-1","Phaethornis yaruqui",-0.00899735455700994
"WRP_08092016_1616 (1)_2000-01-01T000000_000.csv-3-1",39.75,40.404125,"WRP_08092016_1616 (1)_2000-01-01T000000_000.csv","3-1","Phaethornis yaruqui",-0.0161895598531091
"WRP_08092016_1616 (3)_2000-01-01T000000_000.csv-1-1",36,35.2396,"WRP_08092016_1616 (3)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0215779974801075
"WRP_08092016_1616 (3)_2000-01-01T000000_000.csv-1-3",40.75,41.37795,"WRP_08092016_1616 (3)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.0151759572429277
"WVW_Toronja_06092016_pm (1)_2000-01-01T000000_000.csv-1-1",51,49.757975,"WVW_Toronja_06092016_pm (1)_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0249613252950909
"WVW_Toronja_06092016_pm (1)_2000-01-01T000000_000.csv-1-3",35,35.5719,"WVW_Toronja_06092016_pm (1)_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",-0.0160772969675502
"WVW_Toronja_06092016_pm (1)_2000-01-01T000000_000.csv-1-5",42.5,42.054275,"WVW_Toronja_06092016_pm (1)_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",0.0105988035699106
"WVW_Torronja_29082016_1604_2000-01-01T000000_000.csv-1-1",42.75,42.710375,"WVW_Torronja_29082016_1604_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.000927760526569971
"WVW_Torronja_29082016_1604_2000-01-01T000000_000.csv-1-3",45,44.465525,"WVW_Torronja_29082016_1604_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.0120199862702622
"YRY_09092016_0822_2000-01-01T000000_000.csv-1-1",17.8652496904664,17.8977069026001,"YRY_09092016_0822_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",-0.00181348439274078
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-1",40.75,39.175275,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-1","Phaethornis yaruqui",0.0401969099132042
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-11",25.25,22.03715,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-11","Phaethornis yaruqui",0.145792445937882
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-13",39,39.620375,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-13","Phaethornis yaruqui",-0.0156579790070135
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-15",17,19.894375,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-15","Phaethornis yaruqui",-0.145487103766768
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-17",32.25,33.178025,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-17","Phaethornis yaruqui",-0.0279710742275949
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-19",40.75,40.404825,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-19","Phaethornis yaruqui",0.00854291535726234
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-3",30.25,28.57215,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-3","Phaethornis yaruqui",0.0587232672375022
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-5",27,25.22145,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-5","Phaethornis yaruqui",0.070517357249484
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-7",46,45.963825,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-7","Phaethornis yaruqui",0.000787031975689579
"YRY_10092016_0928_2000-01-01T000000_000.csv-1-9",47.5,47.82695,"YRY_10092016_0928_2000-01-01T000000_000.csv","1-9","Phaethornis yaruqui",-0.00683610391212479
"108.LOC.2013.4.10.07.16.(1).MOV_2000-01-01T000000_000.csv-1-1",18.5,18.517025,"108.LOC.2013.4.10.07.16.(1).MOV_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",-0.000919424151557839
"108.LOC.2013.4.10.07.16.(1).MOV_2000-01-01T000000_000.csv-2-1",30.5,29.625375,"108.LOC.2013.4.10.07.16.(1).MOV_2000-01-01T000000_000.csv","2-1","Phaethornis longirostris",0.0295228330443075
"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv-1-1",12,11.794125,"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0.0174557247782265
"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv-1-3",8,9.360025,"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv","1-3","Phaethornis longirostris",-0.145301428147895
"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv-1-5",1,1.43485,"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv","1-5","Phaethornis longirostris",-0.303063037948218
"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv-1-7",0,0.430675,"117.LOC.2013.4.10.07.16.(2).MOV_2000-01-01T000000_000.csv","1-7","Phaethornis longirostris",-1
"124.SJA.2013.6.21.07.39.(3).MOV_2000-01-01T000000_000.csv-1-1",34.5,34.60715,"124.SJA.2013.6.21.07.39.(3).MOV_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",-0.00309618099150023
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-1-1",29,26.772275,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0.0832101493055782
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-2-1",24.75,25.048925,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","2-1","Phaethornis longirostris",-0.0119336458550617
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-3-1",13.75,14.645625,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","3-1","Phaethornis longirostris",-0.0611530747236803
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-3-3",2,3.519075,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","3-3","Phaethornis longirostris",-0.431668833429239
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-3-5",9.75,10.81745,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","3-5","Phaethornis longirostris",-0.0986785240514168
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-4-1",14.25,14.6383,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","4-1","Phaethornis longirostris",-0.0265263042839673
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-5-1",9.5,11.6086,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","5-1","Phaethornis longirostris",-0.181641197043571
"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv-5-3",7.25,9.1107,"143.SUR.2013.2.16.09.38.(2).MOV-_2000-01-01T000000_000.csv","5-3","Phaethornis longirostris",-0.20423238609547
"146.CCL.2013.2.25.14.20.(1).MOV-2_2000-01-01T000000_000.csv-2-1",8.5,8.664075,"146.CCL.2013.2.25.14.20.(1).MOV-2_2000-01-01T000000_000.csv","2-1","Phaethornis longirostris",-0.0189373937783318
"146.CCL.2013.2.25.14.20.(1).MOV-2_2000-01-01T000000_000.csv-2-3",22.75,22.412525,"146.CCL.2013.2.25.14.20.(1).MOV-2_2000-01-01T000000_000.csv","2-3","Phaethornis longirostris",0.0150574288260694
"176.SUR.2013.3.19.07.19.(2)-C1_2000-01-01T000000_000.csv-1-1",18,18,"176.SUR.2013.3.19.07.19.(2)-C1_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0
"185.CCL.2013.2.25.14.33.(3)-C2_2000-01-01T000000_000.csv-1-1",30.25,30.872325,"185.CCL.2013.2.25.14.33.(3)-C2_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",-0.0201580217881225
"185.CCL.2013.2.25.14.33.(3)-C2_2000-01-01T000000_000.csv-1-3",26,25.253375,"185.CCL.2013.2.25.14.33.(3)-C2_2000-01-01T000000_000.csv","1-3","Phaethornis longirostris",0.0295653551258001
"187.CCL.2013.3.14.07.40.(2)-C1_2000-01-01T000000_000.csv-1-1",10.25,10.115525,"187.CCL.2013.3.14.07.40.(2)-C1_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0.0132939219664822
"36.SUR.2013.3.23.07.10.(3).MOV-2_2017-02-16T203539_158.csv-1-1",35.5,34.497325,"36.SUR.2013.3.23.07.10.(3).MOV-2_2017-02-16T203539_158.csv","1-1","Phaethornis longirostris",0.0290652970918761
"36.SUR.2013.3.23.07.10.(3).MOV-2_2017-02-16T203539_158.csv-2-1",38.6927860696518,37.4955028606965,"36.SUR.2013.3.23.07.10.(3).MOV-2_2017-02-16T203539_158.csv","2-1","Phaethornis longirostris",0.0319313815687014
"36.SUR.2013.3.23.07.10.(3).MOV-3_2000-01-01T000000_000.csv-1-1",39.5,38.281625,"36.SUR.2013.3.23.07.10.(3).MOV-3_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0.0318266270044702
"36.SUR.2013.3.23.07.10.(3).MOV-3_2000-01-01T000000_000.csv-1-3",39,39,"36.SUR.2013.3.23.07.10.(3).MOV-3_2000-01-01T000000_000.csv","1-3","Phaethornis longirostris",0
"54.SUR.2013.3.24.07.34.(1).MOV_2000-01-01T000000_000.csv-1-1",38,37.672475,"54.SUR.2013.3.24.07.34.(1).MOV_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0.00869401333466945
"54.SUR.2013.3.24.07.34.(1).MOV_2000-01-01T000000_000.csv-1-3",10.5,11.0768,"54.SUR.2013.3.24.07.34.(1).MOV_2000-01-01T000000_000.csv","1-3","Phaethornis longirostris",-0.0520728008088979
"54.SUR.2013.3.24.07.34.(1).MOV_2000-01-01T000000_000.csv-1-5",28.25,28.1751,"54.SUR.2013.3.24.07.34.(1).MOV_2000-01-01T000000_000.csv","1-5","Phaethornis longirostris",0.00265837565793909
"9.SUR.2013.2.13.07.36.(1).MOV_2000-01-01T000000_000.csv-1-1",31.75,31.734025,"9.SUR.2013.2.13.07.36.(1).MOV_2000-01-01T000000_000.csv","1-1","Phaethornis longirostris",0.0005034028932668
"9.SUR.2013.2.13.07.36.(1).MOV_2000-01-01T000000_000.csv-1-3",29.25,28.7088,"9.SUR.2013.2.13.07.36.(1).MOV_2000-01-01T000000_000.csv","1-3","Phaethornis longirostris",0.0188513626483866
